2025-10-24T03:43:20.000000000Z [inf]  Starting Container
2025-10-24T03:43:26.830771872Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:43:26.830778277Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:26.830782377Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:43:26.831599707Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:43:26.831608264Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:26.831618917Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:43:26.831629979Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
2025-10-24T03:43:26.831641536Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:43:26.831652594Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:43:26.831664910Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:43:26.831676239Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:43:26.831687934Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:43:26.831701816Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:43:26.831712284Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:43:26.831727971Z [err]      ```python
2025-10-24T03:43:26.831736819Z [err]      ^
2025-10-24T03:43:26.831748829Z [err]  SyntaxError: invalid syntax
2025-10-24T03:43:28.105977071Z [inf]  Initializing...
2025-10-24T03:43:32.779536961Z [inf]  Starting Google Drive sync worker...
2025-10-24T03:43:32.779542625Z [inf]  Starting ingestion worker...
2025-10-24T03:43:32.779548095Z [inf]  Starting Uvicorn server...
2025-10-24T03:43:32.779558592Z [err]  Traceback (most recent call last):
2025-10-24T03:43:32.779564557Z [err]    File "/app/run_worker.py", line 3, in <module>
2025-10-24T03:43:32.779571169Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:43:32.779577594Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:43:32.779583487Z [err]      ```python
2025-10-24T03:43:32.779588751Z [err]      ^
2025-10-24T03:43:32.779593466Z [err]  SyntaxError: invalid syntax
2025-10-24T03:43:32.910369603Z [err]               ^^^^^^
2025-10-24T03:43:32.910388016Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1462, in __call__
2025-10-24T03:43:32.910397602Z [err]      return self.main(*args, **kwargs)
2025-10-24T03:43:32.910405642Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:32.910413771Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1383, in main
2025-10-24T03:43:32.910423158Z [err]      rv = self.invoke(ctx)
2025-10-24T03:43:32.910431156Z [err]           ^^^^^^^^^^^^^^^^
2025-10-24T03:43:32.910438546Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1246, in invoke
2025-10-24T03:43:32.910446219Z [err]      return ctx.invoke(self.callback, **ctx.params)
2025-10-24T03:43:32.910453144Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:32.910464648Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 814, in invoke
2025-10-24T03:43:32.910475947Z [err]      return callback(*args, **kwargs)
2025-10-24T03:43:32.910477850Z [err]  Traceback (most recent call last):
2025-10-24T03:43:32.910487006Z [err]    File "/usr/local/bin/uvicorn", line 8, in <module>
2025-10-24T03:43:32.910488093Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:32.910496147Z [err]      sys.exit(main())
2025-10-24T03:43:32.910500040Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 423, in main
2025-10-24T03:43:32.910508063Z [err]      run(
2025-10-24T03:43:32.910514617Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 593, in run
2025-10-24T03:43:32.910525553Z [err]      server.run()
2025-10-24T03:43:32.910535456Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 67, in run
2025-10-24T03:43:32.910542815Z [err]      return asyncio_run(self.serve(sockets=sockets), loop_factory=self.config.get_loop_factory())
2025-10-24T03:43:32.914667534Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:32.914676089Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/_compat.py", line 30, in asyncio_run
2025-10-24T03:43:32.914682616Z [err]      return runner.run(main)
2025-10-24T03:43:32.914689034Z [err]             ^^^^^^^^^^^^^^^^
2025-10-24T03:43:32.914696709Z [err]    File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
2025-10-24T03:43:32.914705602Z [err]      return self._loop.run_until_complete(task)
2025-10-24T03:43:32.914713549Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:32.914722258Z [err]    File "/usr/local/lib/python3.11/asyncio/base_events.py", line 654, in run_until_complete
2025-10-24T03:43:32.914725398Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:32.914731458Z [err]      return future.result()
2025-10-24T03:43:32.914739874Z [err]             ^^^^^^^^^^^^^^^
2025-10-24T03:43:32.914748814Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:43:32.914752059Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 71, in serve
2025-10-24T03:43:32.914760248Z [err]      await self._serve(sockets)
2025-10-24T03:43:32.914764500Z [err]      module = importlib.import_module(module_str)
2025-10-24T03:43:32.914774367Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 78, in _serve
2025-10-24T03:43:32.914780119Z [err]               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:32.914785993Z [err]      config.load()
2025-10-24T03:43:32.914795762Z [err]    File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
2025-10-24T03:43:32.914799176Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 439, in load
2025-10-24T03:43:32.914806865Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:43:32.917971727Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:43:32.917982935Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:32.917989835Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:43:32.917996520Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
2025-10-24T03:43:32.918002450Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:43:32.918013378Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:43:32.918018902Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:43:32.918024931Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:43:32.918030132Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:43:32.918036510Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:43:32.918042672Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:43:32.918048104Z [err]      ```python
2025-10-24T03:43:32.918053679Z [err]      ^
2025-10-24T03:43:32.918059387Z [err]  SyntaxError: invalid syntax
2025-10-24T03:43:34.896459689Z [inf]  Initializing...
2025-10-24T03:43:39.844520820Z [inf]  Starting ingestion worker...
2025-10-24T03:43:39.844531509Z [inf]  Starting Uvicorn server...
2025-10-24T03:43:39.844537893Z [err]  Traceback (most recent call last):
2025-10-24T03:43:39.844543764Z [err]    File "/app/run_worker.py", line 3, in <module>
2025-10-24T03:43:39.844549594Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:43:39.844555089Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:43:39.844561200Z [err]      ```python
2025-10-24T03:43:39.844568367Z [err]      ^
2025-10-24T03:43:39.844575714Z [err]  SyntaxError: invalid syntax
2025-10-24T03:43:39.844731968Z [inf]  Starting Google Drive sync worker...
2025-10-24T03:43:39.924508960Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:39.924520922Z [err]  Traceback (most recent call last):
2025-10-24T03:43:39.924523317Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 423, in main
2025-10-24T03:43:39.924531686Z [err]    File "/usr/local/bin/uvicorn", line 8, in <module>
2025-10-24T03:43:39.924533127Z [err]      run(
2025-10-24T03:43:39.924541981Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 593, in run
2025-10-24T03:43:39.924544059Z [err]      sys.exit(main())
2025-10-24T03:43:39.924550942Z [err]      server.run()
2025-10-24T03:43:39.924555320Z [err]               ^^^^^^
2025-10-24T03:43:39.924560236Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 67, in run
2025-10-24T03:43:39.924567499Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1462, in __call__
2025-10-24T03:43:39.924569612Z [err]      return asyncio_run(self.serve(sockets=sockets), loop_factory=self.config.get_loop_factory())
2025-10-24T03:43:39.924585404Z [err]      return self.main(*args, **kwargs)
2025-10-24T03:43:39.924593145Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:39.924599269Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1383, in main
2025-10-24T03:43:39.924605888Z [err]      rv = self.invoke(ctx)
2025-10-24T03:43:39.924612169Z [err]           ^^^^^^^^^^^^^^^^
2025-10-24T03:43:39.924621216Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1246, in invoke
2025-10-24T03:43:39.924627950Z [err]      return ctx.invoke(self.callback, **ctx.params)
2025-10-24T03:43:39.924634705Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:39.924640566Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 814, in invoke
2025-10-24T03:43:39.924646671Z [err]      return callback(*args, **kwargs)
2025-10-24T03:43:39.927378386Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:39.927386365Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/_compat.py", line 30, in asyncio_run
2025-10-24T03:43:39.927390334Z [err]      return future.result()
2025-10-24T03:43:39.927393820Z [err]      return runner.run(main)
2025-10-24T03:43:39.927399021Z [err]             ^^^^^^^^^^^^^^^^
2025-10-24T03:43:39.927406813Z [err]    File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
2025-10-24T03:43:39.927408160Z [err]             ^^^^^^^^^^^^^^^
2025-10-24T03:43:39.927414203Z [err]      return self._loop.run_until_complete(task)
2025-10-24T03:43:39.927418515Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 71, in serve
2025-10-24T03:43:39.927422498Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:39.927430642Z [err]    File "/usr/local/lib/python3.11/asyncio/base_events.py", line 654, in run_until_complete
2025-10-24T03:43:39.927431866Z [err]      await self._serve(sockets)
2025-10-24T03:43:39.927440254Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 78, in _serve
2025-10-24T03:43:39.927446343Z [err]      config.load()
2025-10-24T03:43:39.927452768Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 439, in load
2025-10-24T03:43:39.927460198Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:43:39.927466299Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:39.927476263Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:43:39.927486448Z [err]      module = importlib.import_module(module_str)
2025-10-24T03:43:39.927495949Z [err]               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:39.927506552Z [err]    File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
2025-10-24T03:43:39.930560921Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:43:39.930573822Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:39.930581214Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:43:39.930588322Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
2025-10-24T03:43:39.930595316Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:43:39.930602384Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:43:39.930609409Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:43:39.930615692Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:43:39.930621919Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:43:39.930628615Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:43:39.930634971Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:43:39.930641303Z [err]      ```python
2025-10-24T03:43:39.930647864Z [err]      ^
2025-10-24T03:43:39.930653922Z [err]  SyntaxError: invalid syntax
2025-10-24T03:43:41.838022089Z [inf]  Initializing...
2025-10-24T03:43:46.300379732Z [inf]  Starting Google Drive sync worker...
2025-10-24T03:43:46.300388851Z [inf]  Starting ingestion worker...
2025-10-24T03:43:46.300394420Z [inf]  Starting Uvicorn server...
2025-10-24T03:43:47.033224306Z [err]      config.load()
2025-10-24T03:43:47.033239444Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/config.py", line 439, in load
2025-10-24T03:43:47.033248179Z [err]      self.loaded_app = import_from_string(self.app)
2025-10-24T03:43:47.033264402Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:47.033268438Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 71, in serve
2025-10-24T03:43:47.033273936Z [err]      run(
2025-10-24T03:43:47.033280058Z [err]      await self._serve(sockets)
2025-10-24T03:43:47.033284841Z [err]    File "/usr/local/lib/python3.11/asyncio/base_events.py", line 654, in run_until_complete
2025-10-24T03:43:47.033287615Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 593, in run
2025-10-24T03:43:47.033293117Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 78, in _serve
2025-10-24T03:43:47.033297789Z [err]      return future.result()
2025-10-24T03:43:47.033306465Z [err]             ^^^^^^^^^^^^^^^
2025-10-24T03:43:47.033308179Z [err]      server.run()
2025-10-24T03:43:47.033324078Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 67, in run
2025-10-24T03:43:47.033332283Z [err]      return asyncio_run(self.serve(sockets=sockets), loop_factory=self.config.get_loop_factory())
2025-10-24T03:43:47.033342162Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:47.033350067Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/_compat.py", line 30, in asyncio_run
2025-10-24T03:43:47.033364338Z [err]      return runner.run(main)
2025-10-24T03:43:47.033372926Z [err]  Traceback (most recent call last):
2025-10-24T03:43:47.033374358Z [err]             ^^^^^^^^^^^^^^^^
2025-10-24T03:43:47.033382877Z [err]    File "/usr/local/lib/python3.11/asyncio/runners.py", line 118, in run
2025-10-24T03:43:47.033383581Z [err]    File "/app/run_worker.py", line 3, in <module>
2025-10-24T03:43:47.033392998Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:43:47.033393168Z [err]      return self._loop.run_until_complete(task)
2025-10-24T03:43:47.033400427Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:43:47.033408485Z [err]      ```python
2025-10-24T03:43:47.033415724Z [err]      ^
2025-10-24T03:43:47.033423373Z [err]  SyntaxError: invalid syntax
2025-10-24T03:43:47.033430167Z [err]  Traceback (most recent call last):
2025-10-24T03:43:47.033435767Z [err]    File "/usr/local/bin/uvicorn", line 8, in <module>
2025-10-24T03:43:47.033443398Z [err]      sys.exit(main())
2025-10-24T03:43:47.033463050Z [err]               ^^^^^^
2025-10-24T03:43:47.033469335Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1462, in __call__
2025-10-24T03:43:47.033475652Z [err]      return self.main(*args, **kwargs)
2025-10-24T03:43:47.033482200Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:47.033489041Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1383, in main
2025-10-24T03:43:47.033514251Z [err]      rv = self.invoke(ctx)
2025-10-24T03:43:47.033521939Z [err]           ^^^^^^^^^^^^^^^^
2025-10-24T03:43:47.033529957Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1246, in invoke
2025-10-24T03:43:47.033535598Z [err]      return ctx.invoke(self.callback, **ctx.params)
2025-10-24T03:43:47.033542389Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:47.033558483Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 814, in invoke
2025-10-24T03:43:47.033565937Z [err]      return callback(*args, **kwargs)
2025-10-24T03:43:47.033572977Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:47.033579303Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 423, in main
2025-10-24T03:43:47.034171284Z [err]                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:47.034175914Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/importer.py", line 19, in import_from_string
2025-10-24T03:43:47.034180997Z [err]      module = importlib.import_module(module_str)
2025-10-24T03:43:47.034186986Z [err]               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:47.034191782Z [err]    File "/usr/local/lib/python3.11/importlib/__init__.py", line 126, in import_module
2025-10-24T03:43:47.034199065Z [err]      return _bootstrap._gcd_import(name[level:], package, level)
2025-10-24T03:43:47.034206763Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:47.034213300Z [err]    File "<frozen importlib._bootstrap>", line 1204, in _gcd_import
2025-10-24T03:43:47.034220972Z [err]    File "<frozen importlib._bootstrap>", line 1176, in _find_and_load
2025-10-24T03:43:47.034228116Z [err]    File "<frozen importlib._bootstrap>", line 1147, in _find_and_load_unlocked
2025-10-24T03:43:47.034233459Z [err]    File "<frozen importlib._bootstrap>", line 690, in _load_unlocked
2025-10-24T03:43:47.034238462Z [err]    File "<frozen importlib._bootstrap_external>", line 940, in exec_module
2025-10-24T03:43:47.034244282Z [err]    File "<frozen importlib._bootstrap>", line 241, in _call_with_frames_removed
2025-10-24T03:43:47.034249934Z [err]    File "/app/app/main.py", line 7, in <module>
2025-10-24T03:43:47.034255168Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:43:47.034260296Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:43:47.034265690Z [err]      ```python
2025-10-24T03:43:47.034270708Z [err]      ^
2025-10-24T03:43:47.034275441Z [err]  SyntaxError: invalid syntax
2025-10-24T03:43:48.072241029Z [inf]  Initializing...
2025-10-24T03:43:53.074660167Z [inf]  Starting Google Drive sync worker...
2025-10-24T03:43:53.074667262Z [inf]  Starting ingestion worker...
2025-10-24T03:43:53.074674317Z [inf]  Starting Uvicorn server...
2025-10-24T03:43:53.155757455Z [err]  Traceback (most recent call last):
2025-10-24T03:43:53.155771057Z [err]    File "/app/run_worker.py", line 3, in <module>
2025-10-24T03:43:53.155780296Z [err]      from app.workers.main_worker import MainWorker
2025-10-24T03:43:53.155787749Z [err]    File "/app/app/workers/main_worker.py", line 1
2025-10-24T03:43:53.155798984Z [err]      ```python
2025-10-24T03:43:53.155810442Z [err]      ^
2025-10-24T03:43:53.155817741Z [err]  SyntaxError: invalid syntax
2025-10-24T03:43:54.032097406Z [err]               ^^^^^^
2025-10-24T03:43:54.032106998Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1462, in __call__
2025-10-24T03:43:54.032186171Z [err]  Traceback (most recent call last):
2025-10-24T03:43:54.032192093Z [err]    File "/usr/local/bin/uvicorn", line 8, in <module>
2025-10-24T03:43:54.032197361Z [err]      sys.exit(main())
2025-10-24T03:43:54.032221522Z [err]      return self.main(*args, **kwargs)
2025-10-24T03:43:54.032226462Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:54.032232798Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1383, in main
2025-10-24T03:43:54.032239048Z [err]      rv = self.invoke(ctx)
2025-10-24T03:43:54.032245312Z [err]           ^^^^^^^^^^^^^^^^
2025-10-24T03:43:54.032251798Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 1246, in invoke
2025-10-24T03:43:54.032258381Z [err]      return ctx.invoke(self.callback, **ctx.params)
2025-10-24T03:43:54.032278726Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:54.032287179Z [err]    File "/usr/local/lib/python3.11/site-packages/click/core.py", line 814, in invoke
2025-10-24T03:43:54.032293416Z [err]      return callback(*args, **kwargs)
2025-10-24T03:43:54.032299901Z [err]             ^^^^^^^^^^^^^^^^^^^^^^^^^
2025-10-24T03:43:54.032308497Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 423, in main
2025-10-24T03:43:54.032314993Z [err]      run(
2025-10-24T03:43:54.032322553Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/main.py", line 593, in run
2025-10-24T03:43:54.032328496Z [err]      server.run()
2025-10-24T03:43:54.032334177Z [err]    File "/usr/local/lib/python3.11/site-packages/uvicorn/server.py", line 67, in run
